modelId,equipId,vendor,model,unitModelNumber,unitNumberKind,unitRole,status,sourceFile,sourcePage,sourceTable,capacityClass,capacityClassUnit,compatibleCapacityRange,compatibleCapacityRangeUnit,matchedAirHandler,matchedAirHandlerUnit,ratedAirflow,ratedAirflowUnit,ecodesignAirflow,ecodesignAirflowUnit,sfp15Airflow,sfp15AirflowUnit,sfp20Airflow,sfp20AirflowUnit,grossCoolingCapacity,grossCoolingCapacityUnit,ahriNetCoolingCapacity,ahriNetCoolingCapacityUnit,eer,eerUnit,ieer,ieerUnit,capacitySteps,capacityStepsUnit,fanMotorHp,fanMotorHpUnit,fanMotorRpm,fanMotorRpmUnit,coilFaceArea,coilFaceAreaUnit,coilRowsFpi,coilRowsFpiUnit,compressorConfig,compressorConfigUnit,refrigerantCircuits,refrigerantCircuitsUnit,condenserFans,condenserFansUnit,condenserAirflow,condenserAirflowUnit,unitWidth,unitWidthUnit,unitHeight,unitHeightUnit,unitLength,unitLengthUnit,seer,seerUnit,seer2,seer2Unit,heatingCapacity,heatingCapacityUnit,cop,copUnit,systemPower,systemPowerUnit,soundRating,soundRatingUnit,refrigerantCharge,refrigerantChargeUnit,refrigerantControl,refrigerantControlUnit,cabinetSize,cabinetSizeUnit,airflowConfiguration,airflowConfigurationUnit
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-018,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),18 Tons,,,,,,"6,800",CFM,,,,,,,,,,,Up to 12.5,,Up to 22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-020,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),20 Tons,,,,,,"7,000",CFM,,,,,,,,,,,Up to 12.5,,Up to 22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-025,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),25 Tons,,,,,,"9,000",CFM,,,,,,,,,,,Up to 12.5,,Up to 22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-030,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),30 Tons,,,,,,"10,500",CFM,,,,,,,,,,,Up to 12.5,,Up to 22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-075,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),75 Tons,,,,,,"18,000",CFM,,,,,,,,,,,Up to 11.0,,Up to 18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-090,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),90 Tons,,,,,,"22,000",CFM,,,,,,,,,,,Up to 11.0,,Up to 18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-105,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),105 Tons,,,,,,"24,000",CFM,,,,,,,,,,,Up to 11.0,,Up to 18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-120,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),120 Tons,,,,,,"29,500",CFM,,,,,,,,,,,Up to 11.0,,Up to 18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-130,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),130 Tons,,,,,,"32,000",CFM,,,,,,,,,,,Up to 11.0,,Up to 18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-140,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),140 Tons,,,,,,"33,000",CFM,,,,,,,,,,,Up to 11.0,,Up to 18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-026,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),26 Tons,,,,,,"10,000",CFM,,,,,,,,,,,Up to 11.7,,Up to 19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-031,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),31 Tons,,,,,,"12,400",CFM,,,,,,,,,,,Up to 11.7,,Up to 19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-040,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),40 Tons,,,,,,"16,000",CFM,,,,,,,,,,,Up to 11.7,,Up to 19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,Vertical,
