modelId,equipId,vendor,model,unitModelNumber,unitNumberKind,unitRole,status,sourceFile,sourcePage,sourceTable,capacityClass,capacityClassUnit,compatibleCapacityRange,compatibleCapacityRangeUnit,matchedAirHandler,matchedAirHandlerUnit,ratedAirflow,ratedAirflowUnit,ecodesignAirflow,ecodesignAirflowUnit,sfp15Airflow,sfp15AirflowUnit,sfp20Airflow,sfp20AirflowUnit,grossCoolingCapacity,grossCoolingCapacityUnit,ahriNetCoolingCapacity,ahriNetCoolingCapacityUnit,eer,eerUnit,ieer,ieerUnit,capacitySteps,capacityStepsUnit,fanMotorHp,fanMotorHpUnit,fanMotorRpm,fanMotorRpmUnit,coilFaceArea,coilFaceAreaUnit,coilRowsFpi,coilRowsFpiUnit,compressorConfig,compressorConfigUnit,refrigerantCircuits,refrigerantCircuitsUnit,condenserFans,condenserFansUnit,condenserAirflow,condenserAirflowUnit,unitWidth,unitWidthUnit,unitHeight,unitHeightUnit,unitLength,unitLengthUnit,seer,seerUnit,seer2,seer2Unit,heatingCapacity,heatingCapacityUnit,cop,copUnit,systemPower,systemPowerUnit,soundRating,soundRatingUnit,refrigerantCharge,refrigerantChargeUnit,refrigerantControl,refrigerantControlUnit,cabinetSize,cabinetSizeUnit,airflowConfiguration,airflowConfigurationUnit
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-050,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),50 Tons,,,,,,"20,000",CFM,,,,,,,,,,,Up to 11.7,,Up to 19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-060,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),60 Tons,,,,,,"23,000",CFM,,,,,,,,,,,Up to 11.7,,Up to 19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,Vertical,
aaon-vccx2-rn-rq-series-rooftop-bacnet,e5,AAON,VCCX2 — RN/RQ Series Rooftop (BACnet),RN-070,modelNumber,packagedUnit,extracted,AAON_RN_Series_Brochure.pdf#cabinets,7,General data — RN Series cabinets (brochure text),70 Tons,,,,,,"25,000",CFM,,,,,,,,,,,Up to 11.7,,Up to 19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,Vertical,
carrier-comfortlink-48-50n-weatherexpert-rooftop-75-150-ton-bacnet-co,e5,Carrier,ComfortLink — 48/50N WeatherExpert Rooftop 75-150 Ton (BACnet) · Co,48/50N N,modelNumber,packagedUnit,extracted,Carrier_48-50N-6PD_WeatherExpert_ProductData.pdf,15,48/50N SIZES N-T (75-150 TONS NOMINAL CAPACITY) + airflow limits p10,75 Tons,,,,,,"15,000 – 37,500",CFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carrier-comfortlink-48-50n-weatherexpert-rooftop-75-150-ton-bacnet-co,e5,Carrier,ComfortLink — 48/50N WeatherExpert Rooftop 75-150 Ton (BACnet) · Co,48/50N P,modelNumber,packagedUnit,extracted,Carrier_48-50N-6PD_WeatherExpert_ProductData.pdf,15,48/50N SIZES N-T (75-150 TONS NOMINAL CAPACITY) + airflow limits p10,90 Tons,,,,,,"18,000 – 45,000",CFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carrier-comfortlink-48-50n-weatherexpert-rooftop-75-150-ton-bacnet-co,e5,Carrier,ComfortLink — 48/50N WeatherExpert Rooftop 75-150 Ton (BACnet) · Co,48/50N Q,modelNumber,packagedUnit,extracted,Carrier_48-50N-6PD_WeatherExpert_ProductData.pdf,15,48/50N SIZES N-T (75-150 TONS NOMINAL CAPACITY) + airflow limits p10,105 Tons,,,,,,"21,000 – 47,000",CFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carrier-comfortlink-48-50n-weatherexpert-rooftop-75-150-ton-bacnet-co,e5,Carrier,ComfortLink — 48/50N WeatherExpert Rooftop 75-150 Ton (BACnet) · Co,48/50N R,modelNumber,packagedUnit,extracted,Carrier_48-50N-6PD_WeatherExpert_ProductData.pdf,15,48/50N SIZES N-T (75-150 TONS NOMINAL CAPACITY) + airflow limits p10,120 Tons,,,,,,"24,000 – 60,000",CFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carrier-comfortlink-48-50n-weatherexpert-rooftop-75-150-ton-bacnet-co,e5,Carrier,ComfortLink — 48/50N WeatherExpert Rooftop 75-150 Ton (BACnet) · Co,48/50N S,modelNumber,packagedUnit,extracted,Carrier_48-50N-6PD_WeatherExpert_ProductData.pdf,15,48/50N SIZES N-T (75-150 TONS NOMINAL CAPACITY) + airflow limits p10,130 Tons,,,,,,"26,000 – 60,000",CFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carrier-comfortlink-48-50n-weatherexpert-rooftop-75-150-ton-bacnet-co,e5,Carrier,ComfortLink — 48/50N WeatherExpert Rooftop 75-150 Ton (BACnet) · Co,48/50N T,modelNumber,packagedUnit,extracted,Carrier_48-50N-6PD_WeatherExpert_ProductData.pdf,15,48/50N SIZES N-T (75-150 TONS NOMINAL CAPACITY) + airflow limits p10,150 Tons,,,,,,"30,000 – 60,000",CFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 003,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,3 Tons,,,,,,1125,CFM,,,,,,,,,,,13.5,,16.9,,,,1.3 / 2.3 / 4.0,HP,,,2.5,sq ft,(2/10) / (1/8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 004,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,4 Tons,,,,,,1500,CFM,,,,,,,,,,,12.4,,17.0,,,,1.3 / 2.3 / 4.0,HP,,,2.5,sq ft,(2/10) / (1/8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 005,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,5 Tons,,,,,,1875,CFM,,,,,,,,,,,13.0,,17.5,,,,1.3 / 2.3 / 4.0,HP,,,2.5,sq ft,(2/10) / (1/8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 006,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,6 Tons,,,,,,2100,CFM,,,,,,,,,,,11.6,,19.8,,,,1.3 / 2.3 / 4.0,HP,,,2.5,sq ft,(2/10) / (1/8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 007,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,7.5 Tons,,,,,,2450,CFM,,,,,,,,,,,12.5,,20.6,,,,4.0 / 8.0,HP,,,5.4,sq ft,(2/10) / (1/8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 010,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,10 Tons,,,,,,3500,CFM,,,,,,,,,,,12.4,,19.3,,,,4.0 / 8.0,HP,,,5.4,sq ft,(2/10) / (1/8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 012,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,12 Tons,,,,,,4200,CFM,,,,,,,,,,,11.6,,18.0,,,,4.0 / 8.0,HP,,,5.4,sq ft,(2/10) / (1/8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 015,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,15 Tons,,,,,,5250,CFM,,,,,,,,,,,11.0,,18.0,,,,4.0 / 8.0,HP,,,5.4,sq ft,(2/10) / (1/8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 016,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,15.5 Tons,,,,,,5900,CFM,,,,,,,,,,,12.2,,21.0,,,,2.0 / 3.0 / 5.0 / 7.5 / 10.0 / 15.0 / 20.0,HP,,,12.3,sq ft,"1/12, 2/12, 3/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 018,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,17.5 Tons,,,,,,6600,CFM,,,,,,,,,,,11.9,,20.8,,,,2.0 / 3.0 / 5.0 / 7.5 / 10.0 / 15.0 / 20.0,HP,,,12.3,sq ft,"1/12, 2/12, 3/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 020,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,20.1 Tons,,,,,,7600,CFM,,,,,,,,,,,11.3,,20.4,,,,2.0 / 3.0 / 5.0 / 7.5 / 10.0 / 15.0 / 20.0,HP,,,12.3,sq ft,"1/12, 2/12, 3/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 025,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,25 Tons,,,,,,9500,CFM,,,,,,,,,,,11.3,,18.3,,,,2.0 / 3.0 / 5.0 / 7.5 / 10.0 / 15.0 / 20.0,HP,,,12.3,sq ft,"1/12, 2/12, 3/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),DPS 028,modelNumber,packagedUnit,extracted,Daikin_ED-19116_Rebel_Physical_Data.pdf,2,Physical Data Rebel® Physical Data — Model DPS 003 – 028,27.5 Tons,,,,,,10400,CFM,,,,,,,,,,,10.5,,17.9,,,,2.0 / 3.0 / 5.0 / 7.5 / 10.0 / 15.0 / 20.0,HP,,,12.3,sq ft,"1/12, 2/12, 3/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),MPS 030-050,modelNumberRange,packagedUnit,manual,Daikin_CAT262_Maverick-II_MPS_Catalog.pdf,1,"Cover summary — Model MPS II, MPS 030-050",30 to 50 Tons,,,,,,"Up to 20,000",CFM,,,,,,,,,,,10.0+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daikin-microtech-iii-4-rebel-roofpak-maverick-ii-rooftop-self-contained-bacnet,e5,Daikin,MicroTech III/4 — Rebel·RoofPak·Maverick II Rooftop & Self-Contained (BACnet),SWP-J 23-99,modelNumberRange,packagedUnit,manual,Daikin_CAT861_Self-Contained_SWP_Catalog.pdf,1,"Cover summary — Model SWP-J, Size 23 to 99",30 to 115 Tons,,,,,,"6,000 to 32,000",CFM,,,,,,,,,,,16.5 avg. AHRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZJ037,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,15,ZJ037-061 Two Stage Gas Heat Physical Data + continued p16,3.0 Tons,,,,,,1200,CFM,,,,,,,36000,MBh,35000,MBh,12.2,,,,100,%,1/3,HP,,,18.5,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,2.87,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZJ049,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,15,ZJ037-061 Two Stage Gas Heat Physical Data + continued p16,4.0 Tons,,,,,,1600,CFM,,,,,,,48500,MBh,47000,MBh,12.2,,,,100,%,1/3,HP,,,23.8,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,3.85,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZJ061,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,15,ZJ037-061 Two Stage Gas Heat Physical Data + continued p16,5.0 Tons,,,,,,2000,CFM,,,,,,,59000,MBh,57000,MBh,12.2,,,,100,%,1/3,HP,,,23.8,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,4.67,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZJ078,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,17,ZJ078-150 Physical Data + continued p18,6.5 Tons,,,,,,2500,CFM,,,,,,,76000,Btu/h,74000,Btu/h,11.8,,13.20,,50 / 100,%,1/3,HP,,,29.0,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,6.40,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZJ090,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,17,ZJ078-150 Physical Data + continued p18,7.5 Tons,,,,,,2500,CFM,,,,,,,88000,Btu/h,86000,Btu/h,12.21/12.02,,13.21/13.02,,50 / 100,%,3/4,HP,,,23.8,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,7.17,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZJ102,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,17,ZJ078-150 Physical Data + continued p18,8.5 Tons,,,,,,3300,CFM,,,,,,,99700,Btu/h,96000,Btu/h,12.21/12.02,,13.0,,50 / 100,%,3/4,HP,,,29.0,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,8.00,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZJ120,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,17,ZJ078-150 Physical Data + continued p18,10 Tons,,,,,,3400,CFM,,,,,,,124000,Btu/h,120000,Btu/h,12.0,,12.91/12.82,,50 / 100,%,3/4,HP,,,29.0,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,9.80,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZJ150,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,17,ZJ078-150 Physical Data + continued p18,12.5 Tons,,,,,,3500,CFM,,,,,,,154000,Btu/h,150000,Btu/h,12.11/122,,13.71/13.52,,50 / 100,%,1/3,HP,,,47.5,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,12.50,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR037,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,19,ZR037-061 Two Stage Gas Heat Physical Data + continued p20,3 Tons,,,,,,1200,CFM,,,,,,,37600,Btu/h,35600,Btu/h,12.2,,,,100,%,1/3,HP,,,11.9,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,2.92,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR049,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,19,ZR037-061 Two Stage Gas Heat Physical Data + continued p20,4 Tons,,,,,,1600,CFM,,,,,,,48500,Btu/h,47000,Btu/h,12.1,,,,100,%,1/3,HP,,,11.9,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,3.88,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR061,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,19,ZR037-061 Two Stage Gas Heat Physical Data + continued p20,5 Tons,,,,,,2000,CFM,,,,,,,60200,Btu/h,58000,Btu/h,12.1,,,,100,%,1/3,HP,,,11.9,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,4.80,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR078,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,22,ZR078-150 Physical Data + base physical p21 + continued p22,6.5 Tons,,,,,,2200,CFM,,,,,,,80000,MBh,78000,MBh,11.2,,12.5,,50 / 100,%,1/3,HP,,,23.8,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,6.96,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR090,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,22,ZR078-150 Physical Data + base physical p21 + continued p22,7.5 Tons,,,,,,2775,CFM,,,,,,,90000,MBh,88000,MBh,11.2,,12.5,,50 / 100,%,1/3,HP,,,23.8,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,7.77,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR102,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,22,ZR078-150 Physical Data + base physical p21 + continued p22,8.5 Tons,,,,,,3350,CFM,,,,,,,105000,MBh,1020001/1000002,MBh,11.2,,12.41/12.22,,50 / 100,%,1/3,HP,,,29.0,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,9.11,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR120,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,22,ZR078-150 Physical Data + base physical p21 + continued p22,10 Tons,,,,,,3750,CFM,,,,,,,124000,MBh,118000,MBh,11.2,,11.4,,50 / 100,%,3/4,HP,,,29.0,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,10.71,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR150,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,22,ZR078-150 Physical Data + base physical p21 + continued p22,12.5 Tons,,,,,,4450,CFM,,,,,,,157000,MBh,150000,MBh,11.0,,11.4,,50 / 100,%,1/3,HP,,,47.5,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,13.39,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF078,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,23,ZF078-150 Physical Data + continued p24,6.5 Tons,,,,,,2500,CFM,,,,,,,76500,MBh,74000,MBh,11.21/11.02,,12.4,,50 / 100,%,1/3,HP,,,18.5,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,6.73,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF090,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,23,ZF078-150 Physical Data + continued p24,7.5 Tons,,,,,,2500,CFM,,,,,,,86500,MBh,84000,MBh,11.21/11.02,,12.2,,50 / 100,%,1/3,HP,,,23.8,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,7.64,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF102,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,23,ZF078-150 Physical Data + continued p24,8.5 Tons,,,,,,3300,CFM,,,,,,,98800,MBh,96000,MBh,11.21/11.02,,12.01/11.72,,50 / 100,%,3/4,HP,,,29.0,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,8.72,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF120,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,23,ZF078-150 Physical Data + continued p24,10 Tons,,,,,,3400,CFM,,,,,,,121400,MBh,117000,MBh,11.21/11.02,,12.0,,50 / 100,%,3/4,HP,,,29.0,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,10.63,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF150,modelNumber,packagedUnit,extracted,York_ZF-ZJ-ZR_3-12.5t_TechGuide_6046560-YTG-B-0921.pdf,23,ZF078-150 Physical Data + continued p24,12.5 Tons,,,,,,4050,CFM,,,,,,,156000,MBh,149500,MBh,11.01/10.82,,12.41/12.02,,50 / 100,%,3/4,HP,,,29,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,13.40,kW,,,,,TXV,,,,,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZJ180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,14,ZJ180-300 Physical Data + continued p15,15 Tons,,,,,,4500,CFM,,,,,,,181.4,MBh,172,MBh,12.2,,13.4,,25 / 50 / 75 / 100,%,1/3,HP,,,63.8,sq ft,,,,,,,,,,,,,,,,,,,,,,,,,14.10,kW,,,,,TXV,,,,,
