modelId,equipId,vendor,model,unitModelNumber,unitNumberKind,unitRole,status,sourceFile,sourcePage,sourceTable,fieldId,fieldKo,value,unit
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,grossCoolingCapacity,냉방능력,243,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,ratedAirflow,정격 풍량,6000,CFM
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,refrigerantControl,팽창 장치,TXV,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,systemPower,시스템 소비전력,20.10,kW
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,ahriNetCoolingCapacity,AHRI 냉방능력,288,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,capacityClass,용량대,25 Tons,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,capacitySteps,용량 단계,50 / 100,%
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,coilFaceArea,코일 면적,63.8,sq ft
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,eer,EER,10.0,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,fanMotorHp,팬 모터,1/3,HP
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,grossCoolingCapacity,냉방능력,303,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,ratedAirflow,정격 풍량,7600,CFM
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,refrigerantControl,팽창 장치,TXV,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZR300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,16,ZR180-300 Physical Data + continued p17,systemPower,시스템 소비전력,28.50,kW
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,ahriNetCoolingCapacity,AHRI 냉방능력,172,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,capacityClass,용량대,15 Tons,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,capacitySteps,용량 단계,50 / 100,%
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,coilFaceArea,코일 면적,36.0,sq ft
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,eer,EER,11.01/10.82,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,fanMotorHp,팬 모터,1.25,HP
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,grossCoolingCapacity,냉방능력,175,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,ieer,IEER,12.41/12.22,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,ratedAirflow,정격 풍량,4430,CFM
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,refrigerantControl,팽창 장치,TXV,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF180,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,systemPower,시스템 소비전력,15.0,kW
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF210,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,ahriNetCoolingCapacity,AHRI 냉방능력,204,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF210,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,capacityClass,용량대,17.5 Tons,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF210,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,capacitySteps,용량 단계,50 / 100,%
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF210,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,coilFaceArea,코일 면적,43.3,sq ft
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF210,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,eer,EER,11.01/10.82,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF210,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,fanMotorHp,팬 모터,1.25,HP
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF210,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,grossCoolingCapacity,냉방능력,208,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF210,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,ratedAirflow,정격 풍량,5300,CFM
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF210,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,refrigerantControl,팽창 장치,TXV,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF210,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,systemPower,시스템 소비전력,18.5,kW
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,ahriNetCoolingCapacity,AHRI 냉방능력,240,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,capacityClass,용량대,20 Tons,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,capacitySteps,용량 단계,50 / 100,%
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,coilFaceArea,코일 면적,43.3,sq ft
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,eer,EER,10.01/9.82,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,fanMotorHp,팬 모터,1.25,HP
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,grossCoolingCapacity,냉방능력,254.5,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,ratedAirflow,정격 풍량,6200,CFM
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,refrigerantControl,팽창 장치,TXV,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF240,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,systemPower,시스템 소비전력,24.7,kW
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,ahriNetCoolingCapacity,AHRI 냉방능력,270,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,capacityClass,용량대,25 Tons,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,capacitySteps,용량 단계,50 / 100,%
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,coilFaceArea,코일 면적,43.3,sq ft
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,eer,EER,10.01/9.82,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,fanMotorHp,팬 모터,1.50,HP
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,grossCoolingCapacity,냉방능력,279,MBh
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,ratedAirflow,정격 풍량,6750,CFM
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,refrigerantControl,팽창 장치,TXV,
johnson-controls-york-simplicity-se-smart-equipment-york-rooftop-units-modbus,e5,Johnson Controls / York,Simplicity SE (Smart Equipment) — York Rooftop Units (Modbus),ZF300,modelNumber,packagedUnit,extracted,York_ZJ-ZR-ZF_15-25t_TechGuide_5168277-YTG-K-0119.pdf,18,ZF180-300 Physical Data + continued p19,systemPower,시스템 소비전력,27.0,kW
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT036H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),ahriNetCoolingCapacity,AHRI 냉방능력,"36,000",Btu/h
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT036H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),capacityClass,용량대,3 Tons,
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT036H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),eer,EER,13.3,
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT036H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),grossCoolingCapacity,냉방능력,"36,600",Btu/h
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT036H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),ratedAirflow,정격 풍량,1200/800,CFM high/low
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT036H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),seer,SEER,17.8,
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT036H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),seer2,SEER2,16.8,
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT036H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),soundRating,소음 정격,75,dBA
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT036H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),systemPower,시스템 소비전력,2.7,kW
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT048H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),ahriNetCoolingCapacity,AHRI 냉방능력,"49,000",Btu/h
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT048H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),capacityClass,용량대,4 Tons,
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT048H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),eer,EER,12.8,
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT048H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),grossCoolingCapacity,냉방능력,"50,100",Btu/h
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT048H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),ratedAirflow,정격 풍량,1800/1200,CFM high/low
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT048H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),seer,SEER,17.6,
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT048H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),seer2,SEER2,17.3,
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT048H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),soundRating,소음 정격,75,dBA
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT048H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),systemPower,시스템 소비전력,3.8,kW
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT060H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),ahriNetCoolingCapacity,AHRI 냉방능력,"60,000",Btu/h
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT060H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),capacityClass,용량대,5 Tons,
lennox-core-unit-controller-enlight-model-l-rooftop-bacnet,e5,Lennox,CORE Unit Controller — Enlight·Model L Rooftop (BACnet),LGT060H4E,modelNumber,packagedUnit,extracted,Lennox_Enlight_LGT_EHB_210977.pdf#generaldata,20,General data — Enlight LGT 3-6 Ton (EHB text),eer,EER,12.7,
